Nr wiersza;Nr zamówienia;Data zamówienia;Priorytet zamówienia;Wielkoœæ zamówienia;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Nr klienta;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Cena jednostkowa;Rabat procentowy;Mar¿a podstawowa;Koszt dostawy;Zysk
21838;PL-2013-090209;2019-10-18;œredni;8;lotniczy standardowy;ma³e opakowanie;ma³a firma;K00983;meble;wyposa¿enie wnêtrza;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;565.705;70.84;0.06;0.49;23.345;2261.9709
21839;PL-2013-089782;2019-05-20;œredni;10;lotniczy standardowy;ma³e pude³ko;korporacja;K01763;artyku³y biurowe;segregatory;Avery Durable Binders;103.705;10.08;0.04;0.36;5.215;-1037.3055
21840;PL-2013-089782;2019-05-20;œredni;11;lotniczy standardowy;ma³e pude³ko;korporacja;K01763;urz¹dzenia techniczne;telefony;StarTAC 7760;2029.965;230.965;0.06;0.59;13.965;75.558
21845;PL-2013-088531;2019-01-31;wysoki;3;lotniczy standardowy;woreczek foliowy;ma³a firma;K00227;artyku³y biurowe;akcesoria piœmiennicze;SANFORD Major Accent™ Highlighters;72.31;24.78;0.1;0.47;8.225;0.931
21846;PL-2013-088531;2019-01-31;wysoki;1;lotniczy standardowy;œrednie pude³ko;ma³a firma;K00225;meble;wyposa¿enie wnêtrza;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";367.815;370.93;0.08;0.65;48.965;253.79235
21860;PL-2013-086978;2019-08-12;œredni;24;l¹dowy;kontener;korporacja;K01687;artyku³y biurowe;teczki;Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish;31912.09;1298.43;0.03;0.65;346.5;6044.6974
21861;PL-2013-086978;2019-08-12;œredni;8;lotniczy standardowy;œrednie pude³ko;korporacja;K01687;urz¹dzenia techniczne;telefony;VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine;4604.425;629.965;0;0.57;48.965;1539.01944
21862;PL-2013-087351;2019-03-10;krytyczny;13;l¹dowy;wielkie pud³o;ma³a firma;K00360;meble;sto³y;Bretford CR4500 Series Slim Rectangular Table;12826.485;1218.735;0.02;0.62;140.665;8850.27465
21865;PL-2013-087729;2019-07-07;nieokreœlony;7;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00745;artyku³y biurowe;segregatory;Trimflex™ Flexible Post Binders;493.78;74.83;0.1;0.37;10.465;340.7082
21866;PL-2013-090198;2019-10-30;wysoki;19;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00007;artyku³y biurowe;papier;Xerox 1933;815.325;42.98;0.05;0.38;17.01;255.4748
21867;PL-2013-089546;2019-09-15;œredni;10;lotniczy ekspresowy;ma³e opakowanie;korporacja;K00887;urz¹dzenia techniczne;akcesoria komputerowe;80 Minute CD-R Spindle, 100/Pack - Staples;1479.975;138.18;0.02;0.54;6.965;775.6
21868;PL-2013-089546;2019-09-15;œredni;12;lotniczy standardowy;ma³e opakowanie;korporacja;K00887;meble;wyposa¿enie wnêtrza;"Executive Impressions 12"" Wall Clock";784.56;61.845;0.04;0.47;31.465;244.895
21869;PL-2013-089546;2019-09-15;œredni;18;lotniczy standardowy;wielkie pud³o;korporacja;K00887;meble;sto³y;Global Adaptabilities™ Conference Tables;112.77;6.58;0.07;0.66;5.215;-65.241225
21871;PL-2013-086168;2019-02-06;œredni;1;l¹dowy;wielkie pud³o;osoba fizyczna;K02352;meble;sto³y;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";1120.63;1122.24;0.09;0.63;152.495;-2712.117408
21877;PL-2013-087200;2019-09-05;niski;1;lotniczy standardowy;ma³e opakowanie;korporacja;K01726;artyku³y biurowe;akcesoria piœmiennicze;Staples Battery-Operated Desktop Pencil Sharpener;45.64;36.68;0.06;0.6;10.115;-23.17
21880;PL-2013-090810;2019-09-19;wysoki;6;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00901;artyku³y biurowe;segregatory;"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""";165.41;26.075;0.06;0.4;21.98;-126.7875
21881;PL-2013-090758;2019-10-26;krytyczny;9;lotniczy standardowy;ma³e pude³ko;korporacja;K03283;artyku³y biurowe;etykiety;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;124.67;13.125;0.05;0.37;26.25;-265.825
21890;PL-2013-088286;2019-09-02;krytyczny;5;lotniczy standardowy;du¿e pude³ko;korporacja;K02859;urz¹dzenia techniczne;kopiarki i faksy;Canon PC1080F Personal Copier;11113.025;2099.965;0.02;0.5;85.715;1510.446
21891;PL-2013-088286;2019-09-02;krytyczny;1;lotniczy standardowy;ma³e pude³ko;korporacja;K02860;artyku³y biurowe;segregatory;GBC DocuBind TL200 Manual Binding Machine;814.345;783.93;0.02;0.38;52.535;-368.00575
21892;PL-2013-088286;2019-09-02;krytyczny;17;l¹dowy;wielkie pud³o;korporacja;K02860;meble;szafki;Sauder Forest Hills Library, Woodland Oak Finish;8410.36;493.43;0.07;0.77;126.315;-1378.86
21896;PL-2013-088916;2019-09-15;wysoki;23;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02995;artyku³y biurowe;koperty;Colored Envelopes;310.24;12.915;0;0.39;8.75;-39.865
21899;PL-2013-088661;2019-03-04;nieokreœlony;9;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02549;artyku³y biurowe;segregatory;Avery Self-Adhesive Photo Pockets for Polaroid Photos;200.76;23.835;0.09;0.37;19.18;-257.6805
21900;PL-2013-088661;2019-03-04;nieokreœlony;1;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02550;artyku³y biurowe;segregatory;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";64.68;55.965;0.06;0.37;46.13;-138.74175
21905;PL-2013-089802;2019-06-29;niski;1;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02838;artyku³y biurowe;segregatory;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;38.78;20.3;0.09;0.4;19.565;-27.1446
21906;PL-2013-089802;2019-06-29;niski;11;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02837;artyku³y biurowe;papier;Xerox 1952;193.725;17.43;0.04;0.38;19.215;-205.576
21907;PL-2013-090051;2019-07-13;nieokreœlony;12;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00804;artyku³y biurowe;etykiety;Avery 51;257.18;22.05;0.1;0.39;1.75;-297.2585
21908;PL-2013-091394;2019-10-13;nieokreœlony;12;lotniczy standardowy;ma³e pude³ko;korporacja;K03005;artyku³y biurowe;segregatory;GBC Laser Imprintable Binding System Covers, Desert Sand;653.03;49.945;0.01;0.38;25.445;117.30782
21913;PL-2013-086624;2019-09-03;wysoki;4;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00236;urz¹dzenia techniczne;telefony;Talkabout T8367;806.015;230.965;0.02;0.56;31.465;-599.214
21916;PL-2013-088853;2019-07-07;wysoki;8;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K01531;urz¹dzenia techniczne;telefony;Accessory32;1251.67;195.965;0.07;0.35;4.375;-87.759
21917;PL-2013-088853;2019-07-07;wysoki;1;l¹dowy;wielkie pud³o;osoba fizyczna;K01530;urz¹dzenia techniczne;urz¹dzenia biurowe;Okidata Pacemark 4410N Wide Format Dot Matrix Printer;10701.04;12257.49;0.06;0.57;30.555;-29996.56905
21929;PL-2013-091340;2019-03-19;krytyczny;9;lotniczy standardowy;ma³e pude³ko;korporacja;K00642;artyku³y biurowe;papier;Xerox 1897;160.335;17.43;0.09;0.36;21.245;-335.72
21936;PL-2013-087113;2019-05-08;nieokreœlony;7;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01069;artyku³y biurowe;segregatory;Poly Designer Cover & Back;485.1;66.465;0.03;0.37;18.305;313.446
21969;PL-2013-086582;2019-08-07;wysoki;24;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01141;artyku³y biurowe;przyrz¹dy;Staples 4 Outlet Surge Protector;675.5;30.345;0.09;0.58;12.25;-74.1104
22000;PL-2013-088583;2019-08-23;wysoki;7;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01927;artyku³y biurowe;przyrz¹dy;Hoover WindTunnel™ Plus Canister Vacuum;8650.46;1271.375;0.1;0.57;69.965;-3382.029
22001;PL-2013-091202;2019-03-20;nieokreœlony;12;l¹dowy;kontener;korporacja;K00750;urz¹dzenia techniczne;urz¹dzenia biurowe;Epson Stylus 1520 Color Inkjet Printer;20553.505;1753.395;0.09;0.37;242.55;-407.582
22002;PL-2013-091202;2019-03-20;nieokreœlony;1;lotniczy standardowy;woreczek foliowy;korporacja;K00750;artyku³y biurowe;papier;TOPS Voice Message Log Book, Flash Format;26.74;16.66;0.1;0.36;10.535;-581.13755
22003;PL-2013-091148;2019-12-07;œredni;1;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00605;artyku³y biurowe;segregatory;GBC Standard Therm-A-Bind Covers;127.4;87.22;0.06;0.39;45.43;-72.73175
22004;PL-2013-091148;2019-12-07;œredni;18;lotniczy standardowy;woreczek foliowy;biuro w domu;K00605;artyku³y biurowe;papier;Rediform S.O.S. Phone Message Books;308.63;17.43;0.04;0.36;2.8;212.9547
22011;PL-2013-085840;2019-10-12;nieokreœlony;16;lotniczy ekspresowy;ma³e opakowanie;biuro w domu;K02066;urz¹dzenia techniczne;akcesoria komputerowe;Imation 3.5 IBM Formatted Diskettes, 10/Box;472.85;29.12;0.05;0.74;8.33;-463.491
22012;PL-2013-085920;2019-01-18;wysoki;11;lotniczy standardowy;ma³e pude³ko;korporacja;K02630;artyku³y biurowe;segregatory;"Wilson Jones 1"" Hanging DublLock® Ring Binders";216.265;18.48;0;0.37;10.465;38.52744
22013;PL-2013-085920;2019-01-18;wysoki;8;lotniczy standardowy;ma³e pude³ko;korporacja;K02630;urz¹dzenia techniczne;telefony;iDENi80s;1651.02;230.965;0;0.59;69.965;-228.72234
22016;PL-2013-088255;2019-08-15;wysoki;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03116;artyku³y biurowe;papier;Xerox 1978;283.43;20.23;0;0.36;19.845;3460.2687
22019;PL-2013-086024;2019-10-03;krytyczny;25;lotniczy standardowy;ma³e opakowanie;biuro w domu;K00452;artyku³y biurowe;no¿yczki i linijki;"Elite 5"" Scissors";723.415;29.575;0.04;0.55;27.195;-848.2698
22020;PL-2013-086024;2019-10-03;krytyczny;8;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00452;urz¹dzenia techniczne;telefony;282;2835.63;405.965;0.04;0.56;14.805;780.66324
22023;PL-2013-090050;2019-02-28;nieokreœlony;4;lotniczy standardowy;woreczek foliowy;ma³a firma;K00803;artyku³y biurowe;papier;Wirebound Message Book, 4 per Page;75.53;19.005;0.02;0.36;3.325;-1947.8921
22024;PL-2013-090050;2019-02-28;nieokreœlony;1;lotniczy standardowy;ma³e opakowanie;ma³a firma;K00803;artyku³y biurowe;no¿yczki i linijki;Fiskars® Softgrip Scissors;41.825;38.43;0.04;0.57;11.795;-481.73615
22030;PL-2013-089186;2019-02-10;niski;13;lotniczy standardowy;ma³e opakowanie;ma³a firma;K02385;urz¹dzenia techniczne;telefony;Accessory36;2061.185;195.965;0.05;0.83;17.5;-740.9325
22035;PL-2013-089641;2019-04-02;œredni;4;lotniczy standardowy;du¿e pude³ko;korporacja;K00408;artyku³y biurowe;przyrz¹dy;Hoover® Commercial Lightweight Upright Vacuum;97.93;12.18;0.07;0.59;171.5;-2158.835
22036;PL-2013-089641;2019-04-02;œredni;1;lotniczy standardowy;ma³e pude³ko;korporacja;K00408;artyku³y biurowe;segregatory;Avery Hanging File Binders;22.33;20.93;0.07;0.39;5.215;-6.96325
22037;PL-2013-089641;2019-04-02;œredni;13;lotniczy standardowy;ma³e opakowanie;korporacja;K00408;artyku³y biurowe;no¿yczki i linijki;Acme® Box Cutter Scissors;482.195;35.805;0.05;0.59;16.38;-90.58
22038;PL-2013-090330;2019-03-31;wysoki;3;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K02569;artyku³y biurowe;papier;Xerox 198;69.23;17.43;0.02;0.38;29.155;-149.135
22045;PL-2013-087971;2019-07-22;œredni;15;lotniczy standardowy;ma³e pude³ko;korporacja;K02257;urz¹dzenia techniczne;akcesoria komputerowe;Microsoft Internet Keyboard;1058.225;73.395;0.1;0.78;22.75;-606.669
22046;PL-2013-087971;2019-07-22;œredni;2;lotniczy standardowy;ma³e pude³ko;korporacja;K02257;artyku³y biurowe;papier;Multicolor Computer Printout Paper;749.49;366.975;0.03;0.37;69.965;476.112
22047;PL-2013-087971;2019-07-22;œredni;9;lotniczy standardowy;ma³e pude³ko;korporacja;K02257;urz¹dzenia techniczne;telefony;600 Series Flip;2628.745;335.965;0.02;0.57;31.465;685.776
22049;PL-2013-091205;2019-11-10;wysoki;23;lotniczy standardowy;ma³e pude³ko;korporacja;K00750;urz¹dzenia techniczne;akcesoria komputerowe;Microsoft Office Keyboard;3443.3;143.43;0.03;0.64;22.75;1275.2397
22050;PL-2013-091205;2019-11-10;wysoki;30;lotniczy standardowy;ma³e pude³ko;korporacja;K00749;urz¹dzenia techniczne;telefony;6160;9932.825;405.965;0.05;0.57;8.75;6332.4954
22054;PL-2013-090394;2019-05-28;niski;17;lotniczy standardowy;ma³e pude³ko;korporacja;K02160;artyku³y biurowe;papier;Xerox 196;332.675;20.23;0.1;0.36;27.86;-725.76
2206;PL-2013-015907;2019-04-11;wysoki;40;l¹dowy;wielkie pud³o;biuro w domu;K03196;meble;szafki;O'Sullivan 2-Shelf Heavy-Duty Bookcases;7145.6;170.03;0.01;0.69;189.385;-4950.435
22069;PL-2013-090476;2019-12-04;nieokreœlony;19;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01701;urz¹dzenia techniczne;telefony;V70;10913.525;720.965;0.09;0.59;8.75;158.13
2207;PL-2013-015907;2019-04-11;wysoki;40;lotniczy ekspresowy;œrednie pude³ko;biuro w domu;K03196;meble;wyposa¿enie wnêtrza;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";14475.58;370.93;0.04;0.65;48.965;3327.38
22070;PL-2013-085911;2019-09-19;krytyczny;20;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K00816;artyku³y biurowe;teczki;Hot File® 7-Pocket, Floor Stand;11718.945;624.645;0.1;0.55;69.965;5820.22
22074;PL-2013-089670;2019-02-05;krytyczny;12;l¹dowy;kontener;korporacja;K02122;urz¹dzenia techniczne;urz¹dzenia biurowe;Epson FX-980 Dot Matrix Printer;16732.94;1403.395;0.08;0.59;51.45;-409.934
2208;PL-2013-015907;2019-04-11;wysoki;4;lotniczy standardowy;woreczek foliowy;biuro w domu;K03196;artyku³y biurowe;papier;"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page";98.175;24.64;0.09;0.38;7.595;-18.935
22082;PL-2013-090046;2019-03-08;nieokreœlony;11;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01006;artyku³y biurowe;segregatory;Wilson Jones DublLock® D-Ring Binders;280.735;23.625;0.01;0.35;10.465;190.60825
22087;PL-2013-088949;2019-07-23;niski;1;lotniczy standardowy;ma³e opakowanie;ma³a firma;K00271;urz¹dzenia techniczne;akcesoria komputerowe;Maxell Pro 80 Minute CD-R, 10/Pack;68.39;61.18;0;0.45;6.965;-50.323
22088;PL-2013-088949;2019-07-23;niski;4;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00271;artyku³y biurowe;teczki;Eldon Shelf Savers™ Cubes and Bins;102.305;24.43;0.06;0.83;33.915;1901.697
22090;PL-2013-086059;2019-10-20;wysoki;6;l¹dowy;kontener;biuro w domu;K02202;meble;krzes³a;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;3966.725;703.43;0.07;0.58;83.16;582.176
22109;PL-2013-091422;2019-06-13;niski;5;lotniczy standardowy;du¿e pude³ko;korporacja;K01772;meble;krzes³a;SAFCO Arco Folding Chair;4603.375;966.7;0.1;NA;85.715;-9.74855
22110;PL-2013-091422;2019-06-13;niski;19;lotniczy ekspresowy;woreczek foliowy;korporacja;K01772;artyku³y biurowe;papier;"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""";428.26;22.225;0.05;0.39;3.57;-126.812
22112;PL-2013-087641;2019-12-03;niski;6;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K02885;urz¹dzenia techniczne;telefony;8260;1178.31;230.965;0.03;0.58;31.465;-238.161
22120;PL-2013-087280;2019-10-02;nieokreœlony;20;l¹dowy;kontener;korporacja;K00336;meble;krzes³a;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;13631.87;703.43;0.08;0.58;83.16;5713.9866
22121;PL-2013-087280;2019-10-02;nieokreœlony;10;l¹dowy;kontener;korporacja;K00336;urz¹dzenia techniczne;urz¹dzenia biurowe;Okidata ML591 Wide Format Dot Matrix Printer;27481.685;2838.43;0.06;0.56;56.21;9839.4184
22122;PL-2013-087280;2019-10-02;nieokreœlony;15;lotniczy standardowy;woreczek foliowy;korporacja;K00336;artyku³y biurowe;spinacze i zszywki;Sterling Rubber Bands by Alliance;238.28;16.485;0.06;0.85;2.45;-54.9612
22123;PL-2013-088483;2019-06-30;nieokreœlony;9;lotniczy ekspresowy;du¿e pude³ko;korporacja;K00427;artyku³y biurowe;teczki;SAFCO Commercial Wire Shelving, Black;4431.21;483.49;0.04;NA;122.5;-1464.232
22124;PL-2013-088483;2019-06-30;nieokreœlony;14;lotniczy standardowy;ma³e pude³ko;korporacja;K00427;urz¹dzenia techniczne;telefony;StarTAC ST7762;4864.405;440.965;0.1;0.57;28.28;2360.9502
22134;PL-2013-086597;2019-10-03;œredni;8;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02924;artyku³y biurowe;segregatory;Ibico Hi-Tech Manual Binding System;8437.24;1067.465;0.05;0.4;69.965;5744.60719
22139;PL-2013-086676;2019-11-18;œredni;17;lotniczy standardowy;ma³e opakowanie;korporacja;K01590;urz¹dzenia techniczne;akcesoria komputerowe;Imation 3.5 IBM Formatted Diskettes, 10/Box;467.46;29.12;0.07;0.74;8.33;32.823
22140;PL-2013-086676;2019-11-18;œredni;24;lotniczy standardowy;ma³e pude³ko;korporacja;K01590;artyku³y biurowe;papier;Xerox 227;585.34;22.68;0.04;0.37;30.555;90.594
22141;PL-2013-086676;2019-11-18;œredni;25;lotniczy standardowy;ma³e pude³ko;korporacja;K01590;urz¹dzenia techniczne;telefony;DPC 650 Piper;8263.57;405.965;0.07;0.58;8.75;4287.591
22142;PL-2013-086676;2019-11-18;œredni;26;lotniczy standardowy;woreczek foliowy;korporacja;K01592;meble;wyposa¿enie wnêtrza;Master Giant Foot® Doorstop, Safety Yellow;659.505;26.565;0.09;0.42;14;130.669
22144;PL-2013-086928;2019-01-13;wysoki;6;lotniczy standardowy;ma³e opakowanie;biuro w domu;K02897;urz¹dzenia techniczne;akcesoria komputerowe;BASF Silver 74 Minute CD-R;35.595;5.95;0.09;0.51;6.965;-145.4768
22160;PL-2013-088615;2019-06-14;krytyczny;19;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02963;artyku³y biurowe;segregatory;Presstex Flexible Ring Binders;319.69;15.925;0.01;0.35;5.215;220.5861
22161;PL-2013-088615;2019-06-14;krytyczny;3;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02963;artyku³y biurowe;segregatory;Staples® General Use 3-Ring Binders;21.455;6.58;0.05;0.37;5.215;-15.7458
22164;PL-2013-087112;2019-04-15;krytyczny;6;l¹dowy;wielkie pud³o;biuro w domu;K01069;meble;szafki;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;5845.595;913.43;0.01;0.59;146.685;4033.46055
22169;PL-2013-088716;2019-04-23;wysoki;7;lotniczy standardowy;ma³e pude³ko;korporacja;K02463;artyku³y biurowe;koperty;"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box";227.85;34.23;0.1;0.39;4.865;-219.814
22170;PL-2013-088118;2019-07-03;wysoki;16;lotniczy standardowy;du¿e pude³ko;osoba fizyczna;K02730;urz¹dzenia techniczne;kopiarki i faksy;Hewlett Packard LaserJet 3310 Copier;33747.28;2099.965;0.07;0.37;85.715;23285.6232
22171;PL-2013-088118;2019-07-03;wysoki;10;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02730;artyku³y biurowe;papier;Xerox 1887;627.76;66.395;0.1;0.37;18.235;433.1544
22177;PL-2013-087779;2019-04-17;krytyczny;2;lotniczy standardowy;woreczek foliowy;korporacja;K02593;artyku³y biurowe;akcesoria piœmiennicze;12 Colored Short Pencils;19.565;9.1;0.04;0.58;8.4;-897.974
22178;PL-2013-087141;2019-12-30;nieokreœlony;22;lotniczy standardowy;ma³e opakowanie;ma³a firma;K00933;urz¹dzenia techniczne;akcesoria komputerowe;Imation 3.5 IBM Formatted Diskettes, 10/Box;634.83;29.12;0.08;0.74;8.33;-95.3225
22179;PL-2013-087141;2019-12-30;nieokreœlony;15;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00927;artyku³y biurowe;papier;Xerox 1963;282.17;18.48;0.09;0.4;28.56;-267.0325
22192;PL-2013-089732;2019-02-05;wysoki;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01261;artyku³y biurowe;przyrz¹dy;Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center;3936.765;315.84;0.06;0.56;3.465;2716.36785
22193;PL-2013-087544;2019-11-25;wysoki;42;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03397;artyku³y biurowe;segregatory;Fellowes PB300 Plastic Comb Binding Machine;57975.61;1357.965;0.05;0.38;69.965;40003.1709
22194;PL-2013-087544;2019-11-25;wysoki;41;l¹dowy;wielkie pud³o;ma³a firma;K03398;meble;szafki;Rush Hierlooms Collection Rich Wood Bookcases;25053.35;563.43;0;0.72;122.57;6266.491
22197;PL-2013-088120;2019-07-14;krytyczny;12;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02731;urz¹dzenia techniczne;akcesoria komputerowe;Micro Innovations Micro 3000 Keyboard, Black;1111.985;92.085;0.01;0.75;20.615;-263.83
22203;PL-2013-086006;2019-06-19;œredni;14;lotniczy standardowy;ma³e pude³ko;korporacja;K02139;artyku³y biurowe;papier;Xerox 1904;309.33;22.68;0.08;0.36;20.51;-215.264
22212;PL-2013-090869;2019-02-07;krytyczny;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00518;artyku³y biurowe;segregatory;"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders";619.78;50.575;0.02;0.38;25.095;175.85225
22216;PL-2013-087062;2019-01-06;wysoki;13;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00305;artyku³y biurowe;segregatory;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;297.745;22.295;0;0.38;18.165;-313.78417
22217;PL-2013-087062;2019-01-06;wysoki;9;l¹dowy;kontener;osoba fizyczna;K00305;meble;krzes³a;Global Troy™ Executive Leather Low-Back Tilter;14628.88;1753.43;0.1;0.6;91;9066.0514
22220;PL-2013-088761;2019-07-03;krytyczny;14;lotniczy standardowy;ma³e pude³ko;korporacja;K02792;artyku³y biurowe;segregatory;Vinyl Sectional Post Binders;1809.815;131.95;0.03;0.35;10.465;1248.77235
22229;PL-2013-086473;2019-06-13;œredni;18;l¹dowy;kontener;biuro w domu;K01487;artyku³y biurowe;przyrz¹dy;Avanti 4.4 Cu. Ft. Refrigerator;11118.24;633.43;0.06;0.57;193.34;1821.246
22233;PL-2013-088399;2019-12-17;wysoki;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01014;artyku³y biurowe;segregatory;Fellowes Twister Kit, Gray/Clear, 3/pkg;373.625;28.14;0.05;0.4;31.29;-439.7554
22236;PL-2013-087346;2019-08-06;niski;12;l¹dowy;wielkie pud³o;ma³a firma;K01699;meble;sto³y;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;9245.705;765.625;0.08;0.77;243.74;-962.1486875
22242;PL-2013-086852;2019-01-29;nieokreœlony;9;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01861;artyku³y biurowe;segregatory;GBC Standard Therm-A-Bind Covers;805.56;87.22;0.02;0.39;45.43;88.76686
22251;PL-2013-088653;2019-08-26;niski;22;lotniczy standardowy;ma³e pude³ko;korporacja;K00586;urz¹dzenia techniczne;telefony;Accessory35;2543.975;125.965;0;0.55;3.85;1755.34275
22252;PL-2013-088653;2019-08-26;niski;17;l¹dowy;wielkie pud³o;korporacja;K00587;meble;sto³y;Hon 94000 Series Round Tables;13398.525;1036.63;0.1;0.76;189.42;-1302.716335
22254;PL-2013-089122;2019-12-07;krytyczny;13;lotniczy standardowy;ma³e pude³ko;korporacja;K01165;artyku³y biurowe;przyrz¹dy;Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;2571.625;213.395;0.1;0.56;15.75;1706.04
22255;PL-2013-089122;2019-12-07;krytyczny;20;l¹dowy;wielkie pud³o;korporacja;K01166;urz¹dzenia techniczne;urz¹dzenia biurowe;Panasonic KX-P3626 Dot Matrix Printer;35071.68;1811.18;0.06;0.59;58.205;24199.4592
22265;PL-2013-090712;2019-03-24;krytyczny;4;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01036;artyku³y biurowe;papier;Xerox 1961;82.705;17.43;0;0.38;26.39;-195.195
22266;PL-2013-090712;2019-03-24;krytyczny;6;lotniczy standardowy;ma³e opakowanie;biuro w domu;K01036;artyku³y biurowe;no¿yczki i linijki;Acme® Elite Stainless Steel Scissors;174.23;29.19;0.03;0.59;9.24;-4.305
22280;PL-2013-089421;2019-02-06;krytyczny;10;lotniczy ekspresowy;ma³e pude³ko;korporacja;K03073;artyku³y biurowe;segregatory;Premium Transparent Presentation Covers by GBC;727.685;73.43;0.03;0.37;30.905;2755.2798
22281;PL-2013-089421;2019-02-06;krytyczny;9;lotniczy standardowy;ma³e pude³ko;korporacja;K03073;artyku³y biurowe;papier;Xerox 1947;193.13;20.93;0.06;0.4;18.725;4363.611
22284;PL-2013-091441;2019-11-26;wysoki;24;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03358;artyku³y biurowe;segregatory;"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black";1294.125;53.27;0.03;0.36;34.055;20.06865
22285;PL-2013-091441;2019-11-26;wysoki;20;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K03358;artyku³y biurowe;koperty;#10 Self-Seal White Envelopes;798.35;38.815;0.04;0.36;18.375;212.135
22286;PL-2013-091441;2019-11-26;wysoki;38;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03358;artyku³y biurowe;papier;Xerox 188;1519.245;39.69;0.05;0.36;17.535;632.863
22287;PL-2013-091441;2019-11-26;wysoki;8;l¹dowy;wielkie pud³o;biuro w domu;K03359;meble;szafki;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;5278.63;633.43;0.04;0.74;82.53;57.967
22289;PL-2013-085931;2019-07-26;œredni;11;lotniczy ekspresowy;ma³e pude³ko;korporacja;K02848;urz¹dzenia techniczne;akcesoria komputerowe;Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum;2147.6;195.79;0.04;0.74;14;-457.709
22290;PL-2013-090840;2019-07-01;niski;11;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00290;artyku³y biurowe;papier;Xerox 1905;255.29;22.68;0.02;0.37;33.39;-676.865
